t_sec,F3,F4,C3,C4,P3,P4,O1,O2
0.0,0.6094341595088627,-2.079968212480991,1.5009023916129145,1.8811294327824277,-3.902070377307673,-2.604359013724636,0.25568080633457074,-0.6324851846871644
0.007812,0.43779442181742007,-1.2346911183211624,2.1359133391864553,1.9327012603186948,0.8391565003614285,2.961577519175062,2.349208894982084,-0.3986740626536831
0.015625,1.568971180467543,-1.0862955893554527,2.4220762924565813,0.5653238678695305,0.8774796913632967,-0.11465467035406496,4.939491514255696,2.0190559503095225
0.023438,0.13852908234598238,0.29091762569573765,1.860766152444455,1.5270359100659143,2.318242313200272,2.3544190960240607,7.268849381757513,1.9736872019129197
0.03125,-0.10060592563178794,-0.7036659239844687,1.9710624711600206,2.997048211450813,1.1579243834571797,-0.2944936551581261,1.1226761661513809,3.888048266681005
0.039062,2.12090162657053,1.7207018207740354,-0.8235047872464721,0.971837273464356,1.1849615445269246,1.388967119703494,3.646037408387316,2.223492293207572
0.046875,1.5529174481599184,0.33024846099391153,0.7343110549928712,1.4186487092899838,-2.62167615668714,-0.34670694969040977,-0.3554743425372052,-0.7315027948415238
0.054688,-0.8405691797078296,2.6995979452143297,-1.963889973190056,1.704328967379392,-3.8011665591133026,-1.1051970758532428,-0.5453479015533752,0.35964756640606244
0.0625,0.7153463783991625,0.879587689213303,-1.263135569446113,-1.4903890102783723,0.6552915907344865,-1.443268821543051,-4.672692990235486,-4.2464734153292945
0.070312,-2.7958449077354315,0.03738115237531925,-0.4807007964446366,0.6154184395497694,-2.289915796271382,-1.1183311214448848,-1.6196402192619532,-3.2981260194906614
0.078125,-0.06723480528840753,-2.304637162536533,-1.510735917452728,-1.5481040123192424,-3.862857211782925,-0.49723295903368203,-3.881160521615139,-2.72121054767367
0.085938,0.18848286444908102,0.12005189869715127,0.712361855255383,-0.8153793317090368,-2.006112304132413,-1.3189521018569035,-5.69370022800427,-5.058654214261837
0.09375,-3.0280826570738952,-2.377177087568054,0.49340170755480084,-2.117104856612194,-1.330350256626415,2.0244314470244955,-1.860578239218123,0.40351752631192017
0.101562,-1.769218219690194,-0.31285797540570004,-1.8216303975575143,-0.5996524395374769,1.827641985409131,-3.3076151358903574,1.1628987080803947,0.7499191975873238
0.109375,-0.632729678373987,-2.3365454757573074,0.5887152018434205,-0.6145292317119233,1.2987077722388107,0.8770596405762886,4.870268481700636,1.0768853975088364
0.117188,-1.165073720895375,1.240472534260987,1.1455303794222143,3.423912161959557,2.9931043883516892,2.036624014821551,5.572369575484188,0.0918534315296915
0.125,-0.27950306549949544,-0.8531518828110498,0.020380393688464116,-1.9533722951126176,2.7703018936288086,1.0555546058024532,0.05838741099468425,0.7688418375849166
0.132812,1.5089489592487457,2.5581744001371174,4.698998794862257,6.533261943493343,2.1517007630745257,-0.6561943435411954,-1.6183287684175527,3.004802464863066
0.140625,-1.0703119576010498,-0.27514428733976837,-0.7797374117039343,0.16287441358291133,2.9653158111046904,1.1474524844200928,1.3494410249814304,-0.5157108531967369
0.148438,-3.2513487490791535,-0.8745986778171011,-0.02915138937299247,3.6142735394234142,0.4075747534401126,2.1125047325404562,-0.7045397760896223,-2.0954395399112795
0.15625,-2.3129169568298336,-1.8331355614365963,3.9507927189782572,-1.9489201043408442,1.102953258925055,-2.3798795047216874,0.7150957286532187,-0.30161167841052505
0.164062,-1.086286248678918,-0.8545355056336051,-1.9279837535489706,0.27373604027397136,-2.0694826407256657,-3.610727207578602,-4.874906508727451,-1.8192534339714248
0.171875,2.1773972324176394,-0.6608020532563541,-1.0219048765423495,-0.21297594511749873,1.1408255628088038,-1.0324129178771333,-3.7642103028771663,-0.5336213650092678
0.179688,-0.09942745880898174,2.1145716482597754,-0.3990833941419547,-3.2144903320267675,-4.171728902089643,1.866445360864186,0.5765104343699679,-3.0384713666153855
0.1875,-1.4734814234585238,2.215781803297856,-2.7797767890362146,-2.3551394628608917,0.22599341759826608,-1.849870417499002,-2.131564076999788,-2.3067847843713607
0.195312,0.38486442034340357,2.52467904537297,-0.05105792800007977,1.0556498447501448,-4.53577121794374,-0.5328638197419312,-2.557314572349133,-3.250423217159754
0.203125,-1.5612144118413744,-0.473156559385497,1.9878773423249279,-2.4967131778662264,0.3538984682130256,-0.6757033836429662,-0.07007522267554023,2.551768552254364
0.210938,1.710624158171497,3.309189499049132,0.19850326883111485,-0.8843705960104903,0.503872292484468,1.4365835087879102,2.256326569398356,-0.39247494880852796
0.21875,1.1048590957670348,1.3803361927890967,5.7740517010768695,4.492792848572369,-0.32066740235071056,0.8110525756685774,-0.15524540614014715,1.4054486631046288
0.226562,1.626394733852878,3.4068919684486643,-0.6620198941494595,-0.5121450987978355,-2.8018009694690145,1.16744524891848,0.8607253562974644,1.727638379950004
0.234375,-0.9222519440326308,0.6429445037974317,-2.850281092871226,-2.2689148009399447,5.505698642510414,-1.3276407440942435,0.30083767999835764,6.001941971089756
0.242188,6.281531075306812,-1.871736520824685,-0.35938052411526245,1.0602284913418178,4.164490394050182,-1.2666190516174776,0.9236345185937751,2.874586015236283
0.25,0.8695321489332379,-0.7523121424601978,-0.2676459290320818,-2.749791616739963,-0.4763474879493295,-0.5327749800179093,0.46433977925251374,-1.1106544376380303
0.257812,0.47168030826428237,1.5540348988136614,-0.06625873412386446,0.3263954273376104,-0.6007844100832587,-0.7069263190561651,-2.8573062775636817,-0.6869223397661718
0.265625,-1.026042809129524,3.3548670055586447,2.481534115108449,0.10651741527096559,-2.7733188378433526,-3.4720273624206532,-0.11212293072990498,-1.8026164641528488
0.273438,-0.03489791988897506,-4.484356700620582,1.0587291817786042,0.11269289509096847,-3.7136384588372513,-2.4358267049081928,-2.4581197713035507,-2.681583637969663
0.28125,-1.5082219041183968,-1.1308560686432085,-1.2430583824228003,-0.4339786018040924,1.5571646472193839,-6.519136180629525,-3.2453391265532288,-2.233837848286709
0.289062,-0.04240530478944804,-1.3782224468062267,-4.020958192288083,0.1484763400973016,2.503110502082899,-4.019312736077746,-0.17552382509456455,-2.4333516419039993
0.296875,-0.31773901367382296,-2.3008873434240265,-0.824984602324656,2.4440169317850144,0.8726750009512215,3.171987727795696,1.7695528119070023,0.33192045621399313
0.304688,3.778153729590045,1.168270994731058,1.8882040953976864,-0.36091416526584813,0.5685186476001007,-0.9594206307188626,2.850021900953088,-1.5438101499172412
0.3125,2.2718074660218703,0.32580466617622866,2.908179611883877,2.067423402411758,4.701952487073425,2.522209554057111,-1.0227601677468385,1.8459926415259316
0.320312,-1.3870740494574234,-0.07961934900034096,3.78800913513921,2.0406198903811585,0.03754964644081982,-0.5920242292824853,2.9363851929491465,0.24631264128792774
0.328125,-0.3614952743899318,1.604804223505718,3.0952522965359766,2.002151168771464,-3.1114010965913543,2.0799113786653654,3.086422987674847,3.5739793558744313
0.335938,4.005429816665153,-3.353466100246748,-0.5637984876920208,1.8002210082768997,-2.0036731188637775,4.1114137761511245,3.0557445854895304,3.857597241102474
0.34375,-0.7592038906784997,2.0102108122975104,2.443089857870148,0.7719027861664082,1.0428269339450258,1.1147116271110857,-0.5786402323834954,0.7764562501415442
0.351562,-0.40306220523427705,0.6687705883774308,1.9212347815569417,-2.195485876220466,-0.39704377113349437,2.8158853848236074,-1.7812278786138065,-1.918948027503407
0.359375,-0.15095784935721557,1.1332001479510376,-0.4216040752943635,2.2134649944582963,0.8802326156036495,0.8502847842507195,-0.5584776964106217,3.099709548237282
0.367188,-1.292244642080443,-4.888965848481383,2.502971711555598,-1.6209358733923351,-1.107121007836466,1.296219473198522,-5.850282875162915,-4.972673968387672
0.375,-4.202555874237707,-2.5882725800508477,0.07927321203398707,0.2483756856255419,-0.9474516413428925,-4.325531767784733,-7.620206873265288,-2.6912928292192353
0.382812,-1.825473331625027,0.036850279084868154,0.6983702409638559,-0.42905414736132047,0.19738427422917448,-0.8644591482923962,-1.5856343818421328,-3.87872606591516
0.390625,-0.9147930606825214,-0.1620180397056898,1.196600764419154,-1.2319385308648276,0.2089791619348189,-1.3650329333601645,-1.9017950337150735,0.10344143159325414
0.398438,-4.084137882437873,-2.6909617964790833,-3.0427845071492903,-4.745645951960259,-1.5035545908046952,1.3518420889611389,-0.8638195537538332,0.12113217096093282
0.40625,2.561118425786673,3.0380556969004706,0.16787087643979104,3.013318525030865,0.7582784654158499,-1.1007712991072927,-0.04075040730220758,-1.8895594145077874
0.414062,-1.0032572541045681,0.05697707721387835,2.2255784014473927,4.059948025022157,-1.6048473507099752,1.9451706165639426,0.23794348177314095,3.1138234463420664
0.421875,0.7186119790277767,-2.6810263712918307,2.6412222074595526,-0.425373201294878,0.4033774438577358,-0.6683269019745348,1.633789287834579,3.6019796665188784
0.429688,0.5784516538593979,1.614264340297171,1.4893959764434546,3.406875579642101,0.7498382018695547,-1.5183051300931503,5.005265840340593,2.0164565958556757
0.4375,2.9362916703413027,1.4738610075514897,0.30341036454254927,1.2632372130418292,4.962685292032423,5.21462122988733,2.260082613825204,2.3002801739564873
0.445312,2.4427649921872336,-1.4010373882802318,0.8983684870400802,0.18050204589585717,1.0632434387968008,-1.231310596017118,-2.308280954854551,-3.333169775670089
0.453125,-2.4298585479953423,-1.1124408918947926,-0.7424554309104249,3.7183900672461325,1.9193512567904065,-2.2168177157074442,0.1101459388535343,-1.3604093743458043
0.460938,-1.2031209602438357,-0.26374198533288157,0.7308276066198701,-1.1860315950989473,1.1761131392232487,-3.235466378530276,-1.8905017277663998,3.419046257533457
0.46875,-0.47772004726073597,1.9425494807010595,-0.5560632696626127,0.4224505646505644,-1.4993856875523124,-1.7266344610953381,-4.330603390984698,-1.7262599731164947
0.476562,-2.6982591050437326,0.33598574595466146,1.3744262275540624,-0.06308496686329768,-2.065274557119679,-0.5848459313909031,-3.6029002911094157,-0.9154229837518524
0.484375,-4.494281780732793,-1.5026843485398385,-4.646799680090032,-3.655297350296447,1.4805200411739996,0.5431655454895528,-3.9333693034772192,-5.333121826528922
0.492188,-6.4004544125092995,-1.5583877526912664,4.463712635034007,0.49265115346649696,-1.8262396773379748,0.22306531376161665,-4.536106916466878,-1.914557588508063
0.5,0.19895494603147576,-0.17220130364209824,1.5816122433801603,0.6892904524721037,1.3366520362159922,-1.3767445644615206,1.7956308168210924,3.2578738952479793
0.507812,-1.4689023024768302,-1.3039945746031245,3.048686062101262,-0.0055705839293244686,3.514737889372107,-0.1779763185453751,4.3242813630194075,1.5828824967236907
0.515625,1.3479272589479332,3.9609056556423514,-0.058365265046308235,-1.2170685020078824,0.35007600239710535,2.1518723197400913,-0.6371093074534007,3.603056719749362
0.523438,-0.08235790856328984,3.2908100481393237,-3.9923728284631856,-0.7769837688705801,-1.8801592124599091,-0.15968184271961028,3.4808859822344758,2.4280639837826405
0.53125,0.4171243946152572,0.6055097897511654,1.1458801072489164,-1.277968457877186,2.7995185805650324,2.7111512395378985,3.5417144728460634,3.69992957653413
0.539062,1.2272292857809637,4.70453988962578,0.333326285225896,-0.1066518093382377,-0.5554652344692887,-1.1129354149102066,-0.5857637227112167,-0.0012934308036318676
0.546875,0.05372955871198978,0.8636805790115614,0.2583563747172295,-1.37499829724652,2.093004611064125,1.7714608276260937,0.26597435120436325,-0.7595793876842534
0.554688,0.806571164405139,0.08566249771774881,-3.128482260633663,-0.36818825377237785,0.08864460826707188,-2.234816588857198,-0.4911672460884944,-3.7224420668280667
0.5625,1.9652654188377947,1.7887931889323165,-1.0707200935551673,0.16122325072890864,-5.880504103379571,-3.3733554923104867,-2.7088781838639013,-4.12416503017605
0.570312,0.47185262952910834,3.0376527257637784,-3.1187817074443713,-2.440479076756153,-0.9645137669784531,1.7868217934009278,-5.315569632276434,-2.181360695436302
0.578125,2.661812421222986,-4.284303576761766,-3.346766638014249,-1.6318414372442616,-2.512354746315669,0.15402465490244244,-2.4590364015680173,-6.296122904413304
0.585938,0.2578103524388835,-1.9280882280740392,1.9304860711922875,-1.87358343556403,-2.4327462462485787,-0.07725245843504447,-0.7931783954143414,-1.2682305415432595
0.59375,-3.7538780671347065,0.6933854474914123,-2.37476284924087,0.1644054772844551,-3.4214940193457553,0.31861914653849244,-2.761248105710015,-3.636782911143295
0.601562,1.5256574132943614,0.581306183683065,-1.1495398905221443,2.980771410305778,-0.7342791326451413,0.21124105843621283,0.8318783163458889,-0.9648838753344526
0.609375,1.497842819819458,-0.5113344613098496,-0.37882045801673897,3.1697414660223617,-1.2478167554954673,-3.9922053123295815,4.888584689082586,6.654252557668884
0.617188,0.0713827334496906,-2.9917548168920165,0.0845690590867959,0.133091111797345,0.9430342144780175,-0.903894187321165,3.8048860779980176,3.5183942907475645
0.625,-1.988811239638613,2.398393463389776,4.905369963891782,1.1439206648741198,0.8253496758629879,1.2159935711849574,4.230513533937122,-0.6613432110144366
0.632812,1.210702670302962,0.10099336542273718,4.401187037390777,0.3571915438687702,4.6586571187615755,-0.8845994990414785,3.8202821266506564,3.108180067757858
0.640625,-1.18252426270996,0.9103624622934857,2.869493860078885,-0.2031272221575175,-2.5505699488101192,0.7982296965745155,-0.13813549052621066,0.8709147751271287
0.648438,-0.0651583990406801,-3.3132872917014726,-3.1529029663777064,1.0425473833147,-0.898411681845018,-4.9824629731467915,1.8637394942049557,0.8191875034712528
0.65625,-1.8104330804380582,-3.0163438544815735,1.365469046736602,0.3925544992287869,4.191179416820511,0.2663520489022392,-0.3726440145712414,-1.4053694708393831
0.664062,0.860541281038848,0.4771599491335734,1.8850416544402027,-1.6610541999647568,-2.0303306259320255,-2.1177220218680612,-0.7374279177302234,0.8323196111778093
0.671875,-1.8984662667018313,-1.8303327359894124,-0.15647377658298556,-1.2761512243483868,0.4329293856749352,-5.974732501842938,-4.595765935043479,-4.311031453051935
0.679688,-5.597652360504499,-2.8842172244698174,-2.59586450027762,-1.167761577623428,0.7905212797222134,-1.9255318059797184,-4.932448447738935,-2.7933420224772436
0.6875,1.391240461696152,-2.6590244134163568,-2.3868351927921347,0.5514124935992094,-1.5037324032414212,0.2343092096391286,-2.1486139271502336,-0.5765716911431968
0.695312,-2.3604409053357482,-0.31445397883100135,-0.6536077705298868,-2.6640095900118346,-3.5623829116190766,0.936071054667624,-1.5727587961993554,-2.857357659607165
0.703125,0.0027324481694614156,2.451128036714731,-4.405403433130945,-2.837205122193752,-1.5531374007663463,3.2149932164648467,1.1504449318869707,2.080887382567606
0.710938,-1.645928554088816,-1.6046784663774074,1.4031420607763367,0.6240632892018091,2.0490675639737206,0.5762479443885633,2.459467305400189,2.0925393654684243
